title,start,end,location,description,event_type,source_file
Lagree Fitness - All Levels @ Studio Lagree & Root Awakening,2024-01-30 08:30:00+00:00,2024-01-30 09:20:00+00:00,,"So kommst du hin: Studio Lagree befindet sich hier:  Menzinger Strasse 14a, München.

Ausstattung: Duschen, Schließfächer

So bereitest du dich vor: Bitte bringe zu einem Training mit:
1. Lust aufs Training 2. Rutschfeste Socken für Lagree Fitness Kurse. Solltest du deine Socken vergessen haben, sind diese im Studio auch käuflich zu erwerben. 3. Bequeme Kleidung, in der sich deine Muskeln dehnen können und in der deine Haut atmen kann. 4. Eigenes Handtuch (Verleih 2Euro)

Bitte beachte, mindestens 10 Minuten vor Kursbeginn im Studio zu sein, falls es Dein erstes Training bei uns sein sollte! So haben wir genügend Zeit Dir das Studio zu zeigen und das Training zu erklären!


Wann solltest du da sein: 15 minutes before

Über diesen Kurs: Es erwarten dich 50 Minuten intensives Workout für alle Muskelgruppen. Mit nahtlosen Übergängen von einer Bewegung zur anderen bleibt deine Herzfrequenz konstant hoch und du trainierst deinen Körper am Limit – mit maximalem Erfolg. Egal ob Anfänger, Fortgeschrittener oder Profi, individuelle Anpassungen sorgen dafür, dass dieser Kurs zu allen passt.

Über dieses Studio: Studio Lagree steht für Boutique Fitness auf höchstem Niveau. Das Workout, entwickelt von Celebrity-Trainer Sebastien Lagree, kombiniert alle wichtigen Fitnesselemente in einem intensiven, schweißtreibenden 50-minütigen Kurs. Das gesamte Workout findet auf den speziell angefertigten Megaformer (TM) Geräten der dritten Generation statt. Das effektive und herausfordernde Workout ist gleichermaßen für Frauen und Männer konzipiert und macht Lagree Fitness zu einem besonderen Erlebnis.

",personal,calendar_personal.ics
Doctolib-Termin,2023-04-11 06:00:00+00:00,2023-04-11 06:20:00+00:00,,"Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link:
https://www.doctolib.de/sessions/anonymous/n7f6GYkD?utm_campaign=auto&utm_medium=email&utm_source=doctolib
",personal,calendar_personal.ics
ทรีทเม้นท์รักแร้ขาว,2019-05-21 07:30:00+00:00,2019-05-21 08:30:00+00:00,Aquila Clinic,,personal,calendar_personal.ics
สอบ final Thai Civ,2017-12-06 01:30:00+00:00,2017-12-06 03:30:00+00:00,,,personal,calendar_personal.ics
salon mocci,2025-04-05 09:00:00+00:00,2025-04-05 10:00:00+00:00,"Westenriederstr 15, 80331, Munich",,personal,calendar_personal.ics
Zug,2022-08-20 05:25:00+00:00,2022-08-20 06:35:00+00:00,,,personal,calendar_personal.ics
Vorstellungsgespräch,2021-04-19 08:00:00+00:00,2021-04-19 09:00:00+00:00,"Stefan Probst Haare, Haut, Wellness
Kirchheimer Straße 56, 70619 Stuttgart, Deutschland",,personal,calendar_personal.ics
ดูแต่งหน้า andisoon,2021-08-04 07:00:00+00:00,2021-08-04 08:00:00+00:00,,,personal,calendar_personal.ics
นัดหมอ Hausarzt,2022-11-15 10:00:00+00:00,2022-11-15 11:00:00+00:00,"Grashofstraße 9A
Munich, Germany",,personal,calendar_personal.ics
Ambulante Psychotherapie,2025-06-05 12:00:00+00:00,2025-06-05 13:00:00+00:00,"Psychotherapeutische Ambulanz Der Avm Ggmbh
Kaiserstraße 14, 80801 Munich, Germany",,personal,calendar_personal.ics
Psychotherapie-Termin,2024-10-10 12:00:00+00:00,2024-10-10 13:00:00+00:00,Klinikum rechts der Isar,,personal,calendar_personal.ics
นัดหมอ Frauenarzt,2022-05-17 11:45:00+00:00,2022-05-17 12:45:00+00:00,"Schlüsselwiesen 21 Stuttgart Ost, 70186 Stuttgart",,personal,calendar_personal.ics
Hausbesichtigung bei Herr Hüpkes,2022-06-27 08:00:00+00:00,2022-06-27 08:10:00+00:00,"Gladbacher Straße 120
Krefeld, Germany","+491777653473
2-Zimmer-Wohnung",personal,calendar_personal.ics
Termin bei Herr Dr. med. Oliver Hollfelder,2023-09-04 09:36:00+00:00,2023-09-04 09:48:00+00:00,"Pelkovenstraße 29, 80992 München","Zugangsinformationen:
* In Stock 2.OG mit Fahrstuhl
* Mit Fahrstuhl
* Nicht barrierefrei
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/DdQK1HMd

Über Doctolib",personal,calendar_personal.ics
Intro Ger Lit: midterm Prüfung,2018-10-12 02:00:00+00:00,2018-10-12 05:00:00+00:00,,,personal,calendar_personal.ics
จองนัดหมอตา,2022-04-18 00:00:00+00:00,2022-04-19 00:00:00+00:00,,,personal,calendar_personal.ics
Vorstellungsgespräch,2023-06-15 12:00:00+00:00,2023-06-15 13:00:00+00:00,"Regus München Maximilianstraße
Maximilianstraße 35a, 80539 München, Deutschland",,personal,calendar_personal.ics
Ambulante Psychotherapie,2025-11-10 12:30:00+00:00,2025-11-10 13:30:00+00:00,"Psychotherapeutische Ambulanz Der Avm Ggmbh
Kaiserstraße 14, 80801 Munich, Germany",,personal,calendar_personal.ics
Interviewsgespräch,2022-10-21 11:00:00+00:00,2022-10-21 12:00:00+00:00,"Motel One Munchen Olympia Gate
Petra-Kelly-Straße 4, 80797 München, Deutschland",,personal,calendar_personal.ics
Mgrl Econ Workshop #1,2018-03-21 06:00:00+00:00,2018-03-21 09:00:00+00:00,,,personal,calendar_personal.ics
Midterm Man/Geog,2018-03-05 06:00:00+00:00,2018-03-05 09:00:00+00:00,,,personal,calendar_personal.ics
[Shopee Flash Sale]Rii สำลีแผ่น  Less Toner No.52/Cleansing Perfect รุ่น No.26 จำนวน 60/45 แผ่น (เพิ่มไซส์ขึ้น15%),2019-12-12 14:00:00+00:00,2019-12-12 17:00:00+00:00,,shopeeth://home?navRoute=eyJwYXRocyI6W3sid2ViTmF2Ijp7InVybCI6Imh0dHBzOi8vc2hvcGVlLmNvLnRoL2ZsYXNoX3NhbGVzP3Byb21vdGlvbklkPTIwMDA0OTc0MjEmZnJvbU5vdGlmaWNhdGlvbj10cnVlJmZyb21faXRlbT0yMTAzNzIyNTQ3In19XX0%3D,personal,calendar_personal.ics
นัดหมอ Depression Praxis Dr. Medwed,2022-07-05 13:10:00+00:00,2022-07-05 14:10:00+00:00,"Ostendstraße 69
Stuttgart, Deutschland",,personal,calendar_personal.ics
Vorstellung der Reportagen,2019-12-11 03:00:00+00:00,2019-12-11 05:00:00+00:00,,,personal,calendar_personal.ics
101 Computational Thinking - zweite Prüfungen,2025-01-20 10:45:00+00:00,2025-01-20 12:15:00+00:00,,,personal,calendar_personal.ics
Termin bei der Hausärztin,2023-03-28 08:15:00+00:00,2023-03-28 09:15:00+00:00,"Grashofstraße 9A
Munich, Germany",Noch keinen Frühstück essen. ,personal,calendar_personal.ics
Makeup for K.Pun,2020-08-30 00:00:00+00:00,2020-08-30 01:00:00+00:00,Ideo Q สามย่าน จุฬา,,personal,calendar_personal.ics
Phillip‘s birthday 🎂,2019-09-27 00:00:00+00:00,2019-09-28 00:00:00+00:00,,,personal,calendar_personal.ics
Makeup for Niu,2020-10-01 20:00:00+00:00,2020-10-01 21:30:00+00:00,สมุทรปราการ,,personal,calendar_personal.ics
Termin beim Lungenarzt,2023-11-06 08:40:00+00:00,2023-11-06 09:40:00+00:00,"Sendlinger-Tor-Platz 7
München, Deutschland",,personal,calendar_personal.ics
Familienfotoshoot,2023-11-26 11:30:00+00:00,2023-11-26 12:30:00+00:00,,,personal,calendar_personal.ics
Termin bei Herr Dr. med. Ioannis Kotrotsos,2022-05-02 08:40:00+00:00,2022-05-02 08:50:00+00:00,"Kronenstraße 19 Stuttgart-Mitte, 70173 Stuttgart","Zugangsinformationen:
* In Stock 2.OG mit Fahrstuhl
* Mit Fahrstuhl
* Barrierefrei
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/mUZQKzyK

Über Doctolib",personal,calendar_personal.ics
Aroma Massage ,2022-01-15 12:15:00+00:00,2022-01-15 13:15:00+00:00,"Yu Traditionelle Thai Massage
Hauptstätter Straße 53A, 70178 Stuttgart, Deutschland",,personal,calendar_personal.ics
เจอกันที่ BTS เคหะ,2019-10-04 01:30:00+00:00,2019-10-04 01:30:00+00:00,,,personal,calendar_personal.ics
UK Visa,2024-08-01 07:15:00+00:00,2024-08-01 08:15:00+00:00,"TLScontact
Altheimer Eck 11, 80331 München, Deutschland",,personal,calendar_personal.ics
Trial Makeup Houng(Just asking for references),2024-03-26 13:00:00+00:00,2024-03-26 16:00:00+00:00,"Ruppertstraße 34
München, Deutschland",,personal,calendar_personal.ics
นัดหมอ Lupus,2023-06-14 07:15:00+00:00,2023-06-14 08:15:00+00:00,"Rheumatologie im Zentrum
Tal 12, 80331 Munich, Germany",Rheumatologische Schwerpunktpraxis bei Frau Dr. Sonn. Bring eine Überweisung mit!!,personal,calendar_personal.ics
เรียนชดมาเลย์,2019-09-29 02:00:00+00:00,2019-09-29 05:00:00+00:00,บรม401/18,,personal,calendar_personal.ics
Termin für Lupus,2024-01-10 07:00:00+00:00,2024-01-10 08:00:00+00:00,Tal 12 80331 Munich Germany,,personal,calendar_personal.ics
Termin beim Hausarzt,2024-03-04 09:00:00+00:00,2024-03-04 10:00:00+00:00,,,personal,calendar_personal.ics
Termin bei Herr Dr. med. Gregor Dunkel,2024-08-22 07:30:00+00:00,2024-08-22 07:50:00+00:00,"Sendlinger-Tor-Platz 7, 80336 München","Zugangsinformationen:
* In Stock 4.OG mit Fahrstuhl
* Mit Fahrstuhl
* Kein barrierefreier Zugang

Sonstige Informationen:
* Psychotherapie 2 OG
* Allgemeinmedizin/ Neurologie 4 0G
* Psychiater 6 OG 
* 
* Eingang Pettenkoferstraße der Eingang befindet sich direkt neben der Marienapotheke.
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/n9m3tYQR

Über Doctolib",personal,calendar_personal.ics
Termin bei Psychiater,2023-02-16 09:00:00+00:00,2023-02-16 10:00:00+00:00,"KIRINUS Praxis Rotkreuzplatz
Rotkreuzplatz 1, 80634 Munich, Germany",,personal,calendar_personal.ics
Termin bei The Face - Art Academy,2024-04-29 11:00:00+00:00,2024-04-29 12:00:00+00:00,,,personal,calendar_personal.ics
ไม่มีเรียน Ger Tour II,2019-10-24 06:00:00+00:00,2019-10-24 09:00:00+00:00,,,personal,calendar_personal.ics
Termin bei Rheumatloge,2024-08-20 07:30:00+00:00,2024-08-20 08:30:00+00:00,"Viktualienmarkt 8, 80331 München",,personal,calendar_personal.ics
salon mocci,2023-01-25 15:00:00+00:00,2023-01-25 17:00:00+00:00,"Westenriederstr 15, 80331, Munich",,personal,calendar_personal.ics
Termin - Frau Alla Wilhelm,2025-09-19 09:35:00+00:00,2025-09-19 09:50:00+00:00,"Elisenstraße 5, 80335 München","Zugangsinformationen:
* In Stock 3.OG mit Fahrstuhl
* Mit Fahrstuhl
* Kein barrierefreier Zugang
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/TWjfgnPR

Über Doctolib",personal,calendar_personal.ics
Termin beim Hausarzt,2024-11-08 08:30:00+00:00,2024-11-08 09:30:00+00:00,,,personal,calendar_personal.ics
สอนพี่ดาว,2024-06-03 06:30:00+00:00,2024-06-03 07:30:00+00:00,,,personal,calendar_personal.ics
Termin für Lupus,2026-01-16 09:30:00+00:00,2026-01-16 10:30:00+00:00,Tal 12 80331 Munich Germany,Kann früher kommen (hat mit Dr. Schalm Bescheid gesagt wegen Studium),personal,calendar_personal.ics
"Termin bei Frau Dr. med. Laura Hartmann, FEBO",2023-08-02 07:30:00+00:00,2023-08-02 07:45:00+00:00,"Weißenburger Platz 8, 81667 München","Zugangsinformationen:
* Mit Fahrstuhl
* Nicht barrierefrei
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/jZirYx2z

Über Doctolib",personal,calendar_personal.ics
Mgrl Econ Workshop #2,2018-04-04 02:00:00+00:00,2018-04-04 03:00:00+00:00,,,personal,calendar_personal.ics
นัดหมอ Hämorriden,2022-04-01 07:30:00+00:00,2022-04-01 08:30:00+00:00,Proktologisches Institut Stuttgart,,personal,calendar_personal.ics
Termin bei Psychiater,2023-03-07 09:15:00+00:00,2023-03-07 10:15:00+00:00,"KIRINUS Praxis Rotkreuzplatz
Rotkreuzplatz 1, 80634 Munich, Germany",,personal,calendar_personal.ics
สอบ Lernfeld 02,2021-11-22 12:00:00+00:00,2021-11-22 13:00:00+00:00,,,personal,calendar_personal.ics
Vorstellungsgespräch,2021-03-23 08:30:00+00:00,2021-03-23 09:30:00+00:00,Mainz,,personal,calendar_personal.ics
Termin bei Zahnärztin,2022-05-17 06:00:00+00:00,2022-05-17 07:30:00+00:00,Drähtlesbiegerei Esslingen,,personal,calendar_personal.ics
Termin bei Herr Dr. med. Ioannis Kotrotsos,2022-06-09 09:40:00+00:00,2022-06-09 09:50:00+00:00,"Kronenstraße 19 Stuttgart-Mitte, 70173 Stuttgart","Zugangsinformationen:
* In Stock 2.OG mit Fahrstuhl
* Mit Fahrstuhl
* Barrierefrei
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/mUZQKzyK

Über Doctolib",personal,calendar_personal.ics
สอบ final Thai Lit,2017-12-12 06:00:00+00:00,2017-12-12 08:00:00+00:00,,,personal,calendar_personal.ics
Mündliche Prüfung,2018-04-24 02:30:00+00:00,2018-04-24 04:00:00+00:00,,,personal,calendar_personal.ics
Termin bei Psychiater,2024-01-08 08:20:00+00:00,2024-01-08 09:20:00+00:00,"Kirinus Health
Sendlinger-Tor-Platz 7, 80336 München, Deutschland",,personal,calendar_personal.ics
Reformer base @ REFORMERWOMAN München,2025-11-02 10:00:00+00:00,2025-11-02 10:50:00+00:00,"Belgradstraße 14, München, , 80796","How to get there: Wir empfehlen dir mit den öffentlichen Verkehrsmitteln zu kommen:
Tram 27, 28 oder 12: Haltestelle Kurfürstenplatz.
U2: Haltestelle Hohenzollernplatz.
Metro Bus 53: Haltestelle Herzogstraße.
Die Parkplatsituation vor Ort ist meist angespannt. Bitte plane ausreichend Zeit für die Parkplatzsuche ein, um nicht zu spät zu kommen!

Amenities: Lockers

How to prepare: Training nur mit Grip Socken erlaubt - bitte von zu Hause mitbringen!

When to arrive: 15 minutes before

About this class: Du bist neu im Reformertraining oder möchtest deine Reformerbasics stärken? Dann sind unsere ""strong base"" Klassen genau das Richtige für dich. Das Gerät wird hier genau erklärt. Die Übungen sind einfacher gehalten. Dennoch sind die Klassen kraftvoll und du erlebst ein stärkendes Ganzkörpertraining.

About this studio: REFORMERWOMAN - dein Reformer Pilatesstudio exklusiv für Frauen in München-Schwabing. ​
​
Komm und fühl dich wohl - ästhetisches Interieur, ein Loungebereich zum Verweilen, eine Wohlfühlumkleide und nicht zuletzt die wundervollen Trainerinnen, die sich auf deinen Besuch freuen. 
​
Egal, ob du das erste Mal Reformer Pilates trainierst oder eine erfahrene Pilates Queen, sportlich oder unsportlich, gelenkig oder ungelenkig bist - bei uns ist JEDE Frau willkommen!​ Es erwartet dich ein abwechslungsreicher Stundenplan mit Reformer Pilates Klassen für alle Level sowie Klassen für Schwangere und Mamis. Entdecke auch unsere regelmäßigen special classes mit matcha, coffee oder juice for free :-)

Unsere Klassenformate:

base
Du bist neu im Reformertraining oder möchtest deine Reformerbasics stärken? Dann sind unsere ""base"" Klassen genau das Richtige für dich. Das Gerät wird hier bei Bedarf genau erklärt und die Übungen sind einfacher gehalten. Dennoch sind die Klassen kraftvoll und du erlebst ein stärkendes Ganzkörpertraining. ​​
 
burn
Das Reformertraining ist dir bereits vertraut und du hast Lust auf ein einen kraftvollen Ganzkörper-Flow - enjoy the burn! 
 
boost
Bereit für deine extra challenge? In unseren ""boost"" Klassen kannst du dich mit anspruchsvollen Übungen herausfordern.
​
prenatal
Du bist schwanger und möchtest dich mit Reformer Pilates fit halten? Unsere ""prenatal"" Klassen sind ab der 13. SSW geeignet. 
​
postnatal
Du hat deine erste Rückbildung abgeschlossen, möchtest zurück in deine Körpermitte finden und mit angepassten Übungen wieder fitter werden? Unsere ""postnatal"" Klassen sind ab ca. 16 Wochen nach Geburt geeignet und finden aus Sicherheitsgründen ohne Baby statt.  

special classses
Es finden regelmaßig Klassen mit einem matcha, coffee oder juice for free oder einer Verlosung statt - check the schedule :-)

In den Gruppenklassen trainieren wir ganz exklusiv mit maximal 9 Personen.

Contact number: 498937911013

",personal,calendar_personal.ics
Beratungstermin von Münchener Gründungsbüro,2024-04-05 08:00:00+00:00,2024-04-05 09:00:00+00:00,,"----( Videoanruf )----
https://lhm.webex.com/meet/start84
---===---",personal,calendar_personal.ics
Referat: die Räuber,2021-11-16 09:30:00+00:00,2021-11-16 10:30:00+00:00,,,personal,calendar_personal.ics
Zahnarzttermin,2024-07-31 06:30:00+00:00,2024-07-31 07:30:00+00:00,,,personal,calendar_personal.ics
นัดหมอ Kardiologe bei Kardiologe im Zentrum,2023-06-07 07:30:00+00:00,2023-06-07 08:30:00+00:00,"KIZ – Kardiologie im Zentrum
Eisenmannstraße 4, 80331 München, Deutschland",เอา Überweisungsschein ไปด้วย,personal,calendar_personal.ics
สอบ quiz malay,2019-11-13 06:00:00+00:00,2019-11-13 09:00:00+00:00,,,personal,calendar_personal.ics
Termin bei Zahnärztin,2022-05-16 07:00:00+00:00,2022-05-16 08:30:00+00:00,Drähtlesbiegerei Esslingen,,personal,calendar_personal.ics
Termin bei Jessica Stewart,2022-11-08 13:30:00+00:00,2022-11-08 14:00:00+00:00,"Theatinerstraße 3, 80333 München","Zugangsinformationen:
* In Stock 4.OG mit Fahrstuhl
* Mit Fahrstuhl
* Barrierefrei
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/b1ax2Gts

Über Doctolib",personal,calendar_personal.ics
ชดเยอร,2017-10-21 02:00:00+00:00,2017-10-21 05:00:00+00:00,,,personal,calendar_personal.ics
ambulante Termin,2025-04-30 13:00:00+00:00,2025-04-30 14:00:00+00:00,Klinikum rechts der Isar,,personal,calendar_personal.ics
Fit to Fly,2021-02-16 08:20:00+00:00,2021-02-16 09:20:00+00:00,Herr Dr. med. Christoph Jaedicke,,personal,calendar_personal.ics
Termin bei Frau Chiara Schinaia,2021-12-17 12:10:00+00:00,2021-12-17 12:20:00+00:00,"Theodor-Heuss-Straße 8, 70174 Stuttgart","Zugangsinformationen:
* In Stock 4.OG mit Fahrstuhl
* Mit Fahrstuhl
* Nicht barrierefrei

Sonstige Informationen:
* Eingänge: 
* Theodor-Heuss-Straße 8 (Eingang bei Piano Fischer)
* Büchsenstraße 20, Stuttgart (barrierefrei)
* 
* ÖPNV
* U/S Bahn Stadtmitte ist fussläufig in 3 Minuten zu erreichen.
* 
* Parkmöglichkeiten:
* Theodor-Heuss Parkplatz 1 min Gehstrecke
* Kronprinzbau Garage 5min Gehstrecke
* Langestr. Parkgarage 3min Gehstrecke
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/osXu2Cyc

Über Doctolib",personal,calendar_personal.ics
Bae kommt zum Besuch 💕,2020-01-06 11:05:00+00:00,2020-01-06 11:05:00+00:00,,,personal,calendar_personal.ics
Termin bei der Hausärztin,2023-03-31 07:15:00+00:00,2023-03-31 08:15:00+00:00,,,personal,calendar_personal.ics
Termin für Lupus,2024-04-09 06:45:00+00:00,2024-04-09 07:45:00+00:00,Tal 12 80331 Munich Germany,,personal,calendar_personal.ics
Vorstellungsgespräch,2022-11-03 09:30:00+00:00,2022-11-03 10:30:00+00:00,"Hotel München Palace
Trogerstraße 21, 81675 Munich, Germany",,personal,calendar_personal.ics
ทำงาน Psy Life Work,2018-03-17 04:00:00+00:00,2018-03-17 05:00:00+00:00,,,personal,calendar_personal.ics
สอบ Midterm Glob Int Econ,2020-03-04 02:00:00+00:00,2020-03-04 03:00:00+00:00,,,personal,calendar_personal.ics
Makeup for Jeremie,2020-10-02 01:30:00+00:00,2020-10-02 03:30:00+00:00,ลาดพร้าว 71,,personal,calendar_personal.ics
Reservierung bei Steghouse am Chiemsee - Gstadt am Chiemsee,2025-08-01 15:00:00+00:00,2025-08-01 16:00:00+00:00,,"Ihre Reservierung bei Steghouse am Chiemsee für 2 Person(en).
https://public.zenchef.com/de/restaurants/374629/bookings/942534c0-9c7b-423d-86ff-22c09ffc5955",personal,calendar_personal.ics
Trial Makeup Houng,2024-04-26 06:00:00+00:00,2024-04-26 09:00:00+00:00,"Ruppertstraße 34
München, Deutschland",,personal,calendar_personal.ics
Termin bei Psychiater (Dr. Schütz),2023-07-31 08:00:00+00:00,2023-07-31 09:00:00+00:00,"Kirinus Health
Sendlinger-Tor-Platz 7, 80336 München, Deutschland",,personal,calendar_personal.ics
สอบปลายภาค Ger Writ I,2017-12-01 01:00:00+00:00,2017-12-01 02:00:00+00:00,,,personal,calendar_personal.ics
นัดหมอ Hausarzt,2023-04-21 08:15:00+00:00,2023-04-21 09:15:00+00:00,,,personal,calendar_personal.ics
Imfung,2023-10-13 08:15:00+00:00,2023-10-13 09:15:00+00:00,"Rheumatologie im Zentrum
Tal 12, 80331 Munich, Germany",,personal,calendar_personal.ics
Telefonisches Beratungstermin von Agentur für die Arbeit,2022-03-08 07:00:00+00:00,2022-03-08 07:45:00+00:00,,,personal,calendar_personal.ics
สอบ Midterm MBF,2020-03-02 06:00:00+00:00,2020-03-02 09:00:00+00:00,,,personal,calendar_personal.ics
speakeasy München Kennenlerngespräch,2024-04-12 09:00:00+00:00,2024-04-12 09:30:00+00:00,,"----( Videoanruf )----
https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZGM3NDU5ZGMtNTdiNi00YTgxLTgzZjctNGNjNjE4YmY3ODM5%40thread.v2/0?context=%7b%22Tid%22%3a%22147c0596-7719-4c45-94f7-954c50584b75%22%2c%22Oid%22%3a%2272e3e45e-6ef6-4551-9413-7cb36bcfe96a%22%7d
---===---",personal,calendar_personal.ics
Photoshoot,2024-02-26 08:00:00+00:00,2024-02-26 09:00:00+00:00,,,personal,calendar_personal.ics
Termin beim Lungenarzt,2026-04-01 10:00:00+00:00,2026-04-01 11:00:00+00:00,"Sendlinger-Tor-Platz 7
München, Deutschland",,personal,calendar_personal.ics
Ger Tour II ไปเมืองโบราณ,2019-10-04 02:00:00+00:00,2019-10-04 09:00:00+00:00,,,personal,calendar_personal.ics
Termin beim Lungenarzt,2024-01-16 08:00:00+00:00,2024-01-16 09:00:00+00:00,"Sendlinger-Tor-Platz 7
München, Deutschland",,personal,calendar_personal.ics
นัดหมอ Lungen,2025-04-17 07:40:00+00:00,2025-04-17 08:40:00+00:00,"Rheumatologie im Zentrum
Tal 12, 80331 Munich, Germany",Rheumatologische Schwerpunktpraxis bei Frau Dr. Sonn. Bring eine Überweisung mit!!,personal,calendar_personal.ics
Aufenthaltstitel machen bei Ausländerbehörde,2022-03-28 10:30:00+00:00,2022-03-28 11:30:00+00:00,"Eberhardstraße 39
Stuttgart, Deutschland",,personal,calendar_personal.ics
Vorstellungsgespräch bei Opera Hotel,2022-11-03 14:00:00+00:00,2022-11-03 15:00:00+00:00,"St-Anna-Straße 10
Munich, Germany",,personal,calendar_personal.ics
Photoshoot,2024-02-24 10:00:00+00:00,2024-02-24 17:00:00+00:00,Passau,,personal,calendar_personal.ics
Termin bei Frau Karina Mendez Cortes,2024-11-11 08:00:00+00:00,2024-11-11 08:30:00+00:00,"Nymphenburger Straße 92, 80636 München","Zugangsinformationen:
* In Stock 2.OG mit Fahrstuhl
* Mit Fahrstuhl
* Barrierefreier Zugang
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/GJKw5eeT

Über Doctolib",personal,calendar_personal.ics
Flight to BKK,2024-04-30 14:30:00+00:00,2024-05-01 11:45:00+00:00,,,personal,calendar_personal.ics
Prüfungs von Software Engineering,2025-07-04 06:30:00+00:00,2025-07-04 07:30:00+00:00,,Vergiss Kopfhörer nicht.,personal,calendar_personal.ics
Haartermin,2022-04-20 09:00:00+00:00,2022-04-20 10:00:00+00:00,"FT-Haare
Otto-Hirsch-Brücken 4, 70329 Stuttgart, Deutschland",,personal,calendar_personal.ics
[Shopee Flash Sale][E-Coupon] VIU Premium code 1 เดือน,2019-08-05 17:00:00+00:00,2019-08-06 02:00:00+00:00,,shopeeth://home?navRoute=eyJwYXRocyI6W3sid2ViTmF2Ijp7InVybCI6Imh0dHBzOi8vc2hvcGVlLmNvLnRoL3ZpdV9vZmZpY2lhbHNob3A%2FdGFiPTUifX1dfQ%3D%3D,personal,calendar_personal.ics
Unterkunft: the niu Seven,2024-03-22 00:00:00+00:00,2024-03-24 00:00:00+00:00,"the niu Seven
Heyestraße 221 40625 Düsseldorf Deutschland","Bestätigungscode: 4105948961

Check-in: 15:00
Check-out: 12:00",personal,calendar_personal.ics
Jingyan’s birthday,2025-06-26 00:00:00+00:00,2025-06-27 00:00:00+00:00,,,personal,calendar_personal.ics
Makeup for Group ชาวฟ้า,2020-09-11 23:00:00+00:00,2020-09-12 03:30:00+00:00,สยาม,,personal,calendar_personal.ics
Termin beim Hausarzt,2025-09-29 15:15:00+00:00,2025-09-29 16:15:00+00:00,,Blutabnahme,personal,calendar_personal.ics
ambulante Termin,2025-05-23 11:00:00+00:00,2025-05-23 12:00:00+00:00,Klinikum rechts der Isar,,personal,calendar_personal.ics
นัดกับแทน,2022-01-12 13:00:00+00:00,2022-01-12 14:00:00+00:00,"Taraba
Neckarstraße 216, 70190 Stuttgart, Deutschland",,personal,calendar_personal.ics
The Gardeners Nosh Stuttgart,2022-02-14 17:30:00+00:00,2022-02-14 19:30:00+00:00,"Calwer Straße 62  Stuttgart, BW Deutschland 70173","The Gardeners Nosh Stuttgart
Montag, 14. Februar 2022 um 18:30

FOR THE EARLY BIRDS AND THE LATE RISERS. CALL US A BREAKFAST-RESTAURANT, A CAFÉ, A BAR. WELCOME TO THE GREEN NOSH HOUSE LOCATED IN THE HEART OF STUTTGART
0711 28048211

https://www.google.com/maps/search/?api=1&query=48.77507%2C9.172709
",personal,calendar_personal.ics
Final Man/George,2018-04-30 06:00:00+00:00,2018-04-30 09:00:00+00:00,,,personal,calendar_personal.ics
Quiz #1 Malay,2019-09-18 08:00:00+00:00,2019-09-18 09:00:00+00:00,,,personal,calendar_personal.ics
Unterkunft: Hotel Business & More SELF CHECK IN,2023-09-22 00:00:00+00:00,2023-09-25 00:00:00+00:00,"Hotel Business & More SELF CHECK IN
Frohme Str. 110 22459 Hamburg Deutschland","Bestätigungscode: 2840178108

Check-in: 15:00
Check-out: 11:00",personal,calendar_personal.ics
Klausur Lernfeld 3,2021-10-07 09:30:00+00:00,2021-10-07 11:00:00+00:00,,,personal,calendar_personal.ics
Termin bei Psychiater (Dr. Schütz),2023-10-25 07:00:00+00:00,2023-10-25 08:00:00+00:00,"Kirinus Health
Sendlinger-Tor-Platz 7, 80336 München, Deutschland",,personal,calendar_personal.ics
นัดหมอ Depression Praxis Dr. Medwed,2022-01-14 14:15:00+00:00,2022-01-14 15:15:00+00:00,"Ostendstraße 69
Stuttgart, Deutschland",,personal,calendar_personal.ics
Matcha Mini Class @ Koto Tea Space,2024-05-05 10:00:00+00:00,2024-05-05 11:30:00+00:00,"492 Si Lom Rd, Suriya Wong, Bang Rak, Bangkok 10500",,personal,calendar_personal.ics
เลเซอร์บราซิลเลียน & รักแร้,2020-09-13 03:00:00+00:00,2020-09-13 04:00:00+00:00,,,personal,calendar_personal.ics
